level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,state,party_x,total_senate_years,total_house_years,total_years,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,start,day_30,day_30_stock_perc_diff,day_60,day_60_stock_perc_diff,day_90,day_90_stock_perc_diff,day_180,day_180_stock_perc_diff,sp_start,sp_30,sp_30_sp_perc_diff,sp_60,sp_60_sp_perc_diff,sp_90,sp_90_sp_perc_diff,sp_180,sp_180_sp_perc_diff
7902,2018-04-05,UBSI,"United Bankshares, Inc.",sale_full,"$15,001 - $50,000",Shelley M Capito,1522900800,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,35.25,34.34999847412109,-0.026,36.599998474121094,0.038,38.150001525878906,0.082,35.77000045776367,0.015,2662.840087890625,2663.419921875,0.0,2748.800048828125,0.032,2784.169921875,0.046,2924.590087890625,0.098
7903,2018-04-04,MDLZ,"Mondelez International, Inc.",purchase,"$1,001 - $15,000",Shelley M Capito,1522814400,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,42.06999969482422,37.56999969482422,-0.107,39.77999877929688,-0.054,42.349998474121094,0.007,42.959999084472656,0.021,2644.68994140625,2629.72998046875,-0.006,2746.8701171875,0.039,2759.820068359375,0.044,2913.97998046875,0.102
7904,2017-02-28,ENB,Spectra Energy Corp. (Exchanged) <br> Enbridge Inc. (Received),exchange,"$15,001 - $50,000",Susan M Collins,1488258000,Maine,Republican,24,0,24,$29967118,$5858913,19.55%,Raised over $100k,41.849998474121094,41.88999938964844,0.001,41.45000076293945,-0.01,38.95000076293945,-0.069,40.38999938964844,-0.035,2363.639892578125,2361.1298828125,-0.001,2384.199951171875,0.009,2430.06005859375,0.028,2443.050048828125,0.034
7905,2018-05-03,V,Visa Inc.,sale_partial,"$15,001 - $50,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,127.18000030517578,133.07000732421878,0.046,131.44999694824222,0.034,139.71000671386722,0.099,134.33000183105472,0.056,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7906,2018-05-03,UNH,UnitedHealth Group Incorporated,sale_partial,"$50,001 - $100,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,234.1499938964844,244.6300048828125,0.045,246.97999572753903,0.055,256.760009765625,0.097,256.51998901367193,0.096,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7907,2018-05-03,MSFT,Microsoft Corporation,sale_partial,"$15,001 - $50,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,94.06999969482422,101.66999816894531,0.081,99.0500030517578,0.053,108.12999725341795,0.149,103.8499984741211,0.104,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7908,2018-05-03,LH,Laboratory Corporation of America Holdings,sale_partial,"$15,001 - $50,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,169.63999938964844,183.0500030517578,0.079,179.91000366210938,0.061,179.35000610351562,0.057,158.11000061035156,-0.068,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7909,2018-05-03,XOM,Exxon Mobil Corporation,sale_full,"$50,001 - $100,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,76.54000091552734,80.97000122070312,0.058,82.23999786376953,0.074,80.18000030517578,0.048,77.05000305175781,0.007,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7910,2018-05-03,DFS,Discover Financial Services,sale_full,"$15,001 - $50,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,69.59999847412111,74.95999908447266,0.077,70.54000091552734,0.014,73.13999938964844,0.051,67.91999816894531,-0.024,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7911,2018-05-03,DAL,"Delta Air Lines, Inc.",sale_partial,"$1,001 - $15,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,51.790000915527344,55.18999862670898,0.066,48.77999877929688,-0.058,54.41999816894531,0.051,53.41999816894531,0.031,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7912,2018-05-03,CLR,"Continental Resources, Inc.",sale_partial,"$15,001 - $50,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,63.97999954223633,64.61000061035156,0.01,62.849998474121094,-0.018,62.75,-0.019,50.36999893188477,-0.213,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7913,2018-05-03,COHR,"Coherent, Inc.",sale_full,"$50,001 - $100,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,167.30999755859375,166.42999267578125,-0.005,152.44000244140625,-0.089,187.22999572753903,0.119,120.13999938964844,-0.282,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7914,2018-05-03,C,Citigroup Inc.,sale_partial,"$1,001 - $15,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,67.94000244140625,67.33999633789061,-0.009,66.05999755859375,-0.028,72.4000015258789,0.066,64.34999847412111,-0.053,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7915,2018-05-03,KMX,"CarMax, Inc.",sale_partial,"$1,001 - $15,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,63.31999969482422,71.44999694824219,0.128,74.19999694824219,0.172,75.44999694824219,0.192,70.66000366210938,0.116,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7916,2018-05-03,BAM,Brookfield Asset Management Inc.,sale_partial,"$15,001 - $50,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,26.31333351135254,26.98666572570801,0.026,26.69333267211914,0.014,28.046667098999023,0.066,26.60666656494141,0.011,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7917,2018-05-03,BLK,"BlackRock, Inc.",sale_partial,"$15,001 - $50,000",James M Inhofe,1525320000,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,511.6700134277344,540.6699829101561,0.057,491.2900085449219,-0.04,483.4599914550781,-0.055,390.6499938964844,-0.237,2629.72998046875,2746.8701171875,0.045,2713.219970703125,0.032,2850.39990234375,0.084,2641.25,0.004
7918,2018-04-26,CHKP,Check Point Software Technologies Ltd.,sale_full,"$50,001 - $100,000",James M Inhofe,1524715200,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,97.4800033569336,97.05999755859376,-0.004,97.31999969482422,-0.002,113.54000091552734,0.165,112.4499969482422,0.154,2666.93994140625,2721.330078125,0.02,2723.06005859375,0.021,2802.60009765625,0.051,2755.8798828125,0.033
7919,2018-04-16,BLK,"BlackRock, Inc.",sale_partial,"$15,001 - $50,000",James M Inhofe,1523851200,Oklahoma,Republican,27,8,35,$5903909,$401620,6.80%,Raised over $100k,524.8499755859375,533.2100219726561,0.016,523.3599853515625,-0.003,510.8500061035156,-0.027,427.70001220703125,-0.185,2677.840087890625,2711.449951171875,0.013,2782.489990234375,0.039,2815.6201171875,0.051,2767.1298828125,0.033
7921,2018-04-03,V,Visa Inc.,sale_partial,"$15,001 - $50,000",Sheldon Whitehouse,1522728000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,119.1999969482422,126.37999725341795,0.06,130.85000610351562,0.098,133.28999328613278,0.118,150.08999633789062,0.259,2614.449951171875,2635.669921875,0.008,2734.6201171875,0.046,2736.610107421875,0.047,2913.97998046875,0.115
7922,2018-04-03,CVS,CVS Health Corporation,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1522728000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,62.58000183105469,65.94000244140625,0.054,64.06999969482422,0.024,65.08999633789061,0.04,78.72000122070312,0.258,2614.449951171875,2635.669921875,0.008,2734.6201171875,0.046,2736.610107421875,0.047,2913.97998046875,0.115
7923,2018-04-03,CMCSA,Comcast Corporation,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1522728000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,33.470001220703125,31.29999923706055,-0.065,31.26000022888184,-0.066,33.11999893188477,-0.01,35.40999984741211,0.058,2614.449951171875,2635.669921875,0.008,2734.6201171875,0.046,2736.610107421875,0.047,2913.97998046875,0.115
7924,2018-04-03,JPM,JPMorgan Chase &amp; Co.,sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,1522728000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,109.33000183105469,107.91999816894531,-0.013,108.4000015258789,-0.009,103.72000122070312,-0.051,112.83999633789062,0.032,2614.449951171875,2635.669921875,0.008,2734.6201171875,0.046,2736.610107421875,0.047,2913.97998046875,0.115
7925,2018-04-03,WPC,W. P. Carey Inc.,sale_full,"$1,001 - $15,000",Sheldon Whitehouse,1522728000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,62.2599983215332,63.72999954223633,0.024,67.25,0.08,67.25,0.08,64.30999755859375,0.033,2614.449951171875,2635.669921875,0.008,2734.6201171875,0.046,2736.610107421875,0.047,2913.97998046875,0.115
7926,2018-04-03,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,1522728000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,42.09749984741211,44.14250183105469,0.049,47.56000137329102,0.13,46.349998474121094,0.101,56.43500137329102,0.341,2614.449951171875,2635.669921875,0.008,2734.6201171875,0.046,2736.610107421875,0.047,2913.97998046875,0.115
7927,2018-04-18,IBM,International Business Machines Corporation,purchase,"$50,001 - $100,000",John Hoeven,1524024000,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,148.7899932861328,144.5,-0.029,144.47999572753906,-0.029,146.35000610351562,-0.016,140.85000610351562,-0.053,2708.639892578125,2720.1298828125,0.004,2773.75,0.024,2801.830078125,0.034,2767.1298828125,0.022
7928,2018-04-25,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Pat Roberts,1524628800,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,216.66000366210938,247.69000244140625,0.143,239.1199951171875,0.104,252.0200042724609,0.163,229.1699981689453,0.058,2639.39990234375,2727.760009765625,0.033,2717.070068359375,0.029,2818.820068359375,0.068,2767.780029296875,0.049
7929,2018-04-11,CVX,Chevron Corporation,sale_full,"$1,001 - $15,000",Pat Roberts,1523419200,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,119.25,128.82000732421878,0.08,127.55999755859376,0.07,124.04000091552734,0.04,125.33000183105469,0.051,2642.18994140625,2723.070068359375,0.031,2782.0,0.053,2801.31005859375,0.06,2885.570068359375,0.092
7930,2018-04-25,NFLX,"Netflix, Inc.",purchase,"$15,001 - $50,000",Pat Roberts,1524628800,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,305.760009765625,349.2900085449219,0.142,384.4800109863281,0.257,355.2099914550781,0.162,332.6700134277344,0.088,2639.39990234375,2727.760009765625,0.033,2717.070068359375,0.029,2818.820068359375,0.068,2767.780029296875,0.049
7931,2018-04-23,NFLX,"Netflix, Inc.",purchase,"$15,001 - $50,000",Pat Roberts,1524456000,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,318.69000244140625,331.6199951171875,0.041,415.4400024414063,0.304,362.8699951171875,0.139,332.6700134277344,0.044,2670.2900390625,2724.43994140625,0.02,2749.760009765625,0.03,2846.070068359375,0.066,2767.780029296875,0.037
7932,2018-04-11,NFLX,"Netflix, Inc.",sale_full,"$50,001 - $100,000",Pat Roberts,1523419200,Kansas,Republican,24,16,40,$934102,$2211,0.24%,Raised over $100k,303.6700134277344,329.6000061035156,0.085,361.45001220703125,0.19,395.7999877929688,0.303,351.3500061035156,0.157,2642.18994140625,2723.070068359375,0.031,2782.0,0.053,2801.31005859375,0.06,2885.570068359375,0.092
7933,2018-04-23,GDV,The Gabelli Dividend &amp; Income Trust,purchase,"$1,001 - $15,000",Roger F Wicker,1524456000,Mississippi,Republican,14,12,26,$7024927,$238025,3.39%,Raised over $100k,22.209999084472656,22.76000022888184,0.025,22.899999618530273,0.031,23.709999084472656,0.068,21.520000457763672,-0.031,2670.2900390625,2724.43994140625,0.02,2749.760009765625,0.03,2846.070068359375,0.066,2767.780029296875,0.037
7936,2018-04-25,GLW,Corning Incorporated,purchase,"$1,001 - $15,000","David A Perdue , Jr",1524628800,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,27.059999465942386,27.32999992370605,0.01,27.729999542236328,0.025,33.540000915527344,0.239,30.78000068664551,0.137,2639.39990234375,2727.760009765625,0.033,2717.070068359375,0.029,2818.820068359375,0.068,2767.780029296875,0.049
7937,2018-04-24,C,Citigroup Inc.,purchase,"$1,001 - $15,000","David A Perdue , Jr",1524542400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,69.12000274658203,70.23999786376953,0.016,67.19999694824219,-0.028,71.33999633789062,0.032,68.86000061035156,-0.004,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7938,2018-04-24,GIS,"General Mills, Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1524542400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,44.36999893188477,42.290000915527344,-0.047,45.22000122070313,0.019,44.16999816894531,-0.005,44.540000915527344,0.004,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7939,2018-04-24,MRK,"Merck &amp; Co., Inc.",purchase,"$1,001 - $15,000","David A Perdue , Jr",1524542400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,57.33778762817383,56.459922790527344,-0.015,58.654579162597656,0.023,61.07824325561523,0.065,69.03626251220703,0.204,2634.56005859375,2733.2900390625,0.037,2754.8798828125,0.046,2837.43994140625,0.077,2767.780029296875,0.051
7942,2018-03-19,FB,"Facebook, Inc.",sale_partial,"$1,001 - $15,000",Sheldon Whitehouse,1521432000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,172.55999755859375,166.36000061035156,-0.036,183.75999450683597,0.065,202.0,0.171,162.32000732421875,-0.059,2712.919921875,2708.639892578125,-0.002,2720.1298828125,0.003,2767.320068359375,0.02,2904.97998046875,0.071
7943,2018-03-19,FB,"Facebook, Inc.",sale_partial,"$15,001 - $50,000",Sheldon Whitehouse,1521432000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,172.55999755859375,166.36000061035156,-0.036,183.75999450683597,0.065,202.0,0.171,162.32000732421875,-0.059,2712.919921875,2708.639892578125,-0.002,2720.1298828125,0.003,2767.320068359375,0.02,2904.97998046875,0.071
7944,2018-03-19,FB,"Facebook, Inc.",sale_partial,"$15,001 - $50,000",Sheldon Whitehouse,1521432000,Rhode Island,Democratic,14,0,14,$6598997,$204809,3.10%,Raised over $100k,172.55999755859375,166.36000061035156,-0.036,183.75999450683597,0.065,202.0,0.171,162.32000732421875,-0.059,2712.919921875,2708.639892578125,-0.002,2720.1298828125,0.003,2767.320068359375,0.02,2904.97998046875,0.071
7947,2018-03-28,FANUY,Fanuc Corporation,sale_full,"$1,001 - $15,000",Shelley M Capito,1522209600,West Virginia,Republican,6,14,20,$5749615,$382825,6.66%,Raised over $100k,25.07999992370605,21.57999992370605,-0.14,21.479999542236328,-0.144,19.82999992370605,-0.209,20.0,-0.203,2605.0,2669.909912109375,0.025,2689.860107421875,0.033,2718.3701171875,0.044,2929.669921875,0.125
7948,2018-03-20,URBN,"Urban Outfitters, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1521518400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,36.38000106811523,39.43999862670898,0.084,42.27000045776367,0.162,46.6500015258789,0.282,42.52999877929688,0.169,2716.93994140625,2693.1298828125,-0.009,2712.969970703125,-0.001,2749.760009765625,0.012,2904.97998046875,0.069
7949,2018-03-20,ENTG,"Entegris, Inc.",sale_partial,"$1,001 - $15,000","David A Perdue , Jr",1521518400,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,36.25,34.650001525878906,-0.044,34.200000762939446,-0.057,35.900001525878906,-0.01,30.60000038146973,-0.156,2716.93994140625,2693.1298828125,-0.009,2712.969970703125,-0.001,2749.760009765625,0.012,2904.97998046875,0.069
7951,2018-03-13,WMB,"The Williams Companies, Inc.",sale_partial,"$15,001 - $50,000","David A Perdue , Jr",1520913600,Tennessee,Republican,0,2,2,$102253913,$23123738,22.61%,Raised over $100k,28.020000457763672,25.07999992370605,-0.105,27.13999938964844,-0.031,27.209999084472656,-0.029,28.57999992370605,0.02,2765.31005859375,2663.989990234375,-0.037,2727.719970703125,-0.014,2782.489990234375,0.006,2871.679931640625,0.038
7953,2018-03-27,UPS,"United Parcel Service, Inc.",purchase,"$50,001 - $100,000",John Hoeven,1522123200,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,102.16999816894531,113.27999877929688,0.109,115.48999786376952,0.13,105.87999725341795,0.036,118.48999786376952,0.16,2612.6201171875,2666.93994140625,0.021,2721.330078125,0.042,2716.31005859375,0.04,2929.669921875,0.121
7955,2018-03-05,WMT,Walmart Inc.,purchase,"$50,001 - $100,000",John Hoeven,1520226000,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,89.9800033569336,87.22000122070312,-0.031,86.2300033569336,-0.042,84.55999755859375,-0.06,95.86000061035156,0.065,2720.93994140625,2644.68994140625,-0.028,2629.72998046875,-0.034,2772.35009765625,0.019,2901.52001953125,0.066
7956,2018-03-05,CAT,Caterpillar Inc.,purchase,"$50,001 - $100,000",John Hoeven,1520226000,North Dakota,Republican,10,0,10,$4020075,$172840,4.30%,Raised over $100k,151.1199951171875,145.17999267578125,-0.039,143.77999877929688,-0.049,156.50999450683594,0.036,138.85000610351562,-0.081,2720.93994140625,2644.68994140625,-0.028,2629.72998046875,-0.034,2772.35009765625,0.019,2901.52001953125,0.066
7957,2018-03-09,TMO,Thermo Fisher Scientific Inc.,sale_partial,"$1,001 - $15,000",John F Reed,1520571600,Maine,Democratic,0,8,8,$13360198,$1316040,9.85%,Raised over $100k,217.88999938964844,215.19000244140625,-0.012,208.69000244140625,-0.042,217.9499969482422,0.0,236.0500030517578,0.083,2786.570068359375,2656.8701171875,-0.047,2697.7900390625,-0.032,2786.85009765625,0.0,2896.719970703125,0.04
7958,2018-03-09,SYK,Stryker Corporation,sale_partial,"$1,001 - $15,000",John F Reed,1520571600,Maine,Democratic,0,8,8,$13360198,$1316040,9.85%,Raised over $100k,166.41000366210938,160.3800048828125,-0.036,167.38999938964844,0.006,162.5399932861328,-0.023,168.60000610351562,0.013,2786.570068359375,2656.8701171875,-0.047,2697.7900390625,-0.032,2786.85009765625,0.0,2896.719970703125,0.04
7959,2018-03-09,XBI,SPDR S&amp;P Biotech ETF,sale_partial,"$1,001 - $15,000",John F Reed,1520571600,Maine,Democratic,0,8,8,$13360198,$1316040,9.85%,Raised over $100k,96.4499969482422,88.47000122070312,-0.083,89.80000305175781,-0.069,96.93000030517578,0.005,100.01000213623048,0.037,2786.570068359375,2656.8701171875,-0.047,2697.7900390625,-0.032,2786.85009765625,0.0,2896.719970703125,0.04
